Release,Order,NR,NREF,NFIX,NAUTH,LINES_SUM,LINES_MAX,LINES_AVG,CHURN_SUM,CHURN_MAX,CHURN_AVG,CHGSET_SUM,CHGSET_MAX,CHGSET_AVG,AGE,AGE_WEIGHTED,Impl,LOC.A,LOC.M,LOC.D,Violations,Faultiness
100,FIRST,14,0,4,3,170,51,17,170,51,17,112,26,7,23,NA,10,170,19,0,0,TRUE
104,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,43,22,0,0,0,0,17,TRUE
104,FIRST,9,0,3,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,TRUE
102,FIRST,6,0,2,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0,95,TRUE
100,FIRST,4,0,4,1,0,0,0,0,0,0,4,1,1,19,NA,0,0,0,0,9,TRUE
104,FIRST,14,0,4,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,0,TRUE
102,FIRST,2,0,1,1,0,0,0,0,0,0,2,2,2,27,0,1,0,1,0,33,TRUE
102,FIRST,12,0,4,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0,64,TRUE
102,FIRST,4,0,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,9,TRUE
102,FIRST,9,0,5,0,0,0,0,0,0,0,0,0,0,28,24,0,0,0,0,70,TRUE
102,FIRST,14,0,4,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0,0,TRUE
100,FIRST,14,0,7,4,316,269,45,-176,-181,-25,111,26,7,24,NA,7,70,91,246,0,TRUE
102,FIRST,6,0,2,1,0,0,0,0,0,0,1,1,1,27,23,0,0,0,0,41,TRUE
102,FIRST,4,0,4,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,5,TRUE
100,FIRST,9,0,5,2,37,27,8,31,21,8,52,26,5,24,NA,4,34,25,3,70,TRUE
104,FIRST,33,0,20,1,2,2,2,2,2,2,8,3,2,45,25,1,2,4,0,88,TRUE
102,FIRST,30,0,18,0,0,0,0,0,0,0,0,0,0,29,25,0,0,0,0,86,TRUE
100,FIRST,6,0,2,2,12,8,3,12,8,3,10,2,1,23,NA,4,12,10,0,95,TRUE
100,FIRST,5,0,3,2,0,0,0,0,0,0,16,10,3,17,NA,2,0,5,0,0,TRUE
104,FIRST,6,0,2,0,0,0,0,0,0,0,0,0,0,44,23,0,0,0,0,95,TRUE
100,FIRST,30,0,18,1,484,201,39,450,167,37,141,11,4,25,NA,12,467,107,17,86,TRUE
100,FIRST,4,0,4,1,0,0,0,0,0,0,27,11,6,25,NA,0,0,0,0,5,TRUE
104,FIRST,4,0,4,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,5,TRUE
102,FIRST,2,0,1,1,0,0,0,0,0,0,2,2,2,23,0,1,0,1,0,61,TRUE
100,FIRST,5,0,1,3,7,3,1,5,1,1,46,29,7,23,NA,4,6,2,1,39,TRUE
102,FIRST,1,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,0,17,TRUE
100,FIRST,9,0,3,2,45,36,7,45,36,7,89,26,9,23,NA,6,45,5,0,0,TRUE
104,FIRST,2,0,1,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,33,TRUE
102,FIRST,8,0,1,1,2,2,2,2,2,2,1,1,1,26,22,1,2,1,0,213,TRUE
100,FIRST,9,0,8,2,0,0,0,0,0,0,62,20,6,22,NA,1,0,2,0,0,TRUE
100,FIRST,12,0,4,1,275,137,34,179,81,22,36,6,2,23,NA,8,227,43,48,64,TRUE
102,FIRST,9,0,3,0,0,0,0,0,0,0,0,0,0,27,23,0,0,0,0,0,TRUE
